Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Europe & Central Asia,ECS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,8.96962758,8.916436366,9.202339724,9.638082712,9.588615552,9.562194431,9.980820386,9.989308344,10.35474562,10.58818372,10.46862109,10.11545163,9.940626038,9.903295969,9.920142078,9.977021711,10.06778091,10.2020599,10.20813205,10.15323936,10.30552754,10.06880606,9.422331789,8.879059968,8.410969076,8.350645,8.338666343,8.05072572,8.050321319,8.004412063,8.078548355,8.118791824,8.099080031,8.360870995,8.354854838,8.315552373,8.429448628,8.410192371,8.288088377,7.63164656,7.934155671,7.93319758,7.830415618,7.627002545,7.274083131,7.228894384,7.203502662,7.263800347,7.255686845,7.093854896,6.652837071,7.099468699,6.979200299,6.728925906,
Ecuador,ECU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.815383338,0.708211857,0.686181141,0.842810501,0.999787095,1.053137913,1.17279104,1.325699475,1.449555057,1.528859011,1.566690265,1.67964125,1.646917805,1.507892671,1.542527413,1.617200188,1.649696553,1.481784465,1.62533334,1.595082608,1.676021392,1.643690469,1.695433027,1.62083162,1.666458996,1.794726274,2.029235582,2.076081484,2.000361761,1.739768796,1.737122086,1.882858767,1.849233305,1.857331114,1.927171447,2.039330318,2.146231637,2.152284777,2.186748424,2.33877024,2.478931888,2.462921892,2.435289465,2.552588933,2.653088308,2.598218087,2.482372308,2.372627759,2.42655714,2.354449282,2.035356645,2.255885976,2.370985425,2.521022845,
"Egypt, Arab Rep.",EGY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.735036603,0.710000246,0.753975749,0.686045779,0.774987044,0.816057444,0.921519958,0.928433107,0.917461377,0.971759301,1.03989239,1.14421653,1.20278762,1.300788454,1.389685379,1.415528635,1.436307633,1.513959113,1.511572845,1.561828554,1.566886973,1.560475848,1.584969973,1.554192825,1.450135271,1.519002546,1.595136711,1.662596918,1.717404102,1.809307521,1.750199129,1.891426153,1.901352845,1.899082364,2.018352553,2.19951901,2.283805074,2.396306906,2.352712938,2.403782485,2.373937498,2.407781695,2.500416456,2.399352513,2.389995047,2.403603301,2.460508744,2.527353571,2.427799169,2.204155642,2.069140954,2.250750128,2.19467715,2.176891076,
Euro area,EMU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,8.903359206,8.891829534,9.239336901,9.715192227,9.501226898,9.003321166,9.615167409,9.383703758,9.661809117,10.02214969,9.724578824,9.296700341,8.941656655,8.877574233,8.915575162,8.87960623,8.838958112,8.888316919,8.903597041,9.019281208,8.931077955,8.923009197,8.563580475,8.345053886,8.320582704,8.447589672,8.607470683,8.50625216,8.634932553,8.548655772,8.599773392,8.705283293,8.677612854,8.827924885,8.829060237,8.743947758,8.659336454,8.525232899,8.286768061,7.62991968,7.849837211,7.594263583,7.470401281,7.290391132,6.913567878,7.044488037,7.020088052,7.019668639,6.815945302,6.484703439,5.82191781,6.235567857,6.028607298,5.475683801,
Eritrea,ERI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.274799289,0.266347165,0.24571601,0.241757276,0.230575537,0.214243614,0.203628324,0.167952164,0.169865828,0.183454314,0.187508135,0.205765183,0.187323684,0.185754769,0.182759224,0.184310793,0.157926342,0.156988864,0.157667593,0.157522558,0.161949136,0.197023189,0.272967642,0.368317775,0.402734709,0.411797556,0.430874095,0.399045599,0.29324639,0.306944206,0.298304741,0.318025465,0.303178717,0.280844925,0.276066819,0.227039153,0.200998557,0.193203467,0.164398523,0.166523251,0.175438835,0.20563718,0.20885825,0.193048309,0.192428662,0.185989839,0.191090467,0.186042998,0.205151656,0.207857925,0.204115674,0.212585402,0.19575022,0.192629647,
Spain,ESP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,4.266296049,4.116423649,4.428292195,4.747825077,5.047604361,5.1573862,5.606936026,5.329119992,5.246399976,5.516379758,5.732905339,5.842550277,5.637693686,5.692853508,5.385605,5.191134216,5.275987658,5.293066543,5.389569189,5.852783591,5.964354838,6.146855946,6.327026227,5.922195787,6.168733313,6.455696234,6.203424871,6.668098113,6.839758809,7.35639982,7.721380154,7.68451246,7.99691385,8.052867137,8.281144157,8.4857051,8.142867816,8.284620516,7.465994442,6.552124621,6.252951973,6.271820387,6.144501359,5.591723853,5.553410016,5.925569871,5.737016285,6.048699764,5.881108873,5.469738946,4.618810398,5.007752221,4.92760845,4.493714413,
Estonia,EST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,15.63449395,15.46121696,16.6287258,18.82327336,20.79209177,22.43946907,23.3909151,24.16737978,25.56013335,26.43766775,27.27124414,27.79575523,27.706495,27.34206244,26.48080457,25.75869271,24.90692707,24.30936059,22.92521928,20.76204093,25.16234656,23.08414579,17.04667238,14.2935545,15.01688189,13.92435373,14.81900884,14.67894694,13.42770944,12.32805177,12.43857307,12.79375268,12.32377569,13.88357943,14.23977102,14.30318688,13.89654071,16.60455888,15.05919572,12.59738557,16.1910663,16.32737926,15.51649056,17.38577554,16.67557976,15.19757763,15.18464193,16.10972959,16.91315356,11.08434861,8.635283959,9.248782056,9.332611726,8.345994924,
Ethiopia,ETH,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.041938073,0.040936911,0.037004749,0.039354542,0.038821249,0.033700832,0.032716122,0.034238571,0.034735858,0.035559227,0.036385538,0.038576352,0.0340424,0.035348996,0.032055682,0.032407901,0.039524675,0.044729116,0.044918753,0.04558662,0.04591706,0.043554345,0.03270159,0.040194462,0.044884595,0.049119411,0.053588813,0.054277746,0.055891778,0.05347034,0.057497613,0.068889828,0.068692182,0.071236764,0.075319538,0.069817234,0.071780043,0.076392951,0.080217509,0.078468191,0.075951103,0.085445009,0.093809141,0.106078144,0.122677399,0.130066166,0.150223727,0.144700549,0.155020028,0.162690736,0.14192508,0.141454886,0.131907278,0.12982734,
European Union,EUU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,9.09934675,9.077426586,9.389659692,9.818620051,9.608420757,9.325748005,9.925833045,9.8265252,10.14075782,10.45577749,10.20808989,9.728639529,9.462313858,9.385273444,9.443863638,9.456534567,9.448776226,9.526063845,9.477953258,9.46095918,9.059391542,8.909920878,8.544215756,8.36130658,8.315322548,8.420448321,8.64336806,8.464191515,8.434216141,8.268415212,8.299396643,8.411141934,8.36542282,8.566102567,8.548112199,8.465291284,8.475370187,8.360605782,8.130902977,7.488949652,7.721956276,7.5163774,7.354919095,7.161302579,6.831686772,6.954173644,6.959611183,7.003278938,6.832414921,6.507247437,5.910403768,6.350473249,6.157885514,5.58950349,
Fragile and conflict affected situations,FCS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,2.237009524,2.201557872,2.255524884,2.39209083,2.468236199,2.418930667,2.503600482,2.437491546,2.53544538,2.669122375,2.645027716,2.479065525,2.430552688,2.397369667,2.379866598,2.349809827,2.358714665,2.371768598,2.353311287,2.323822567,2.421024669,2.27599107,2.095787061,1.939662526,1.757291632,1.7317889,1.623755369,1.592557179,1.475493098,1.407712645,1.425025424,1.433992021,1.385266553,1.405883871,1.357515552,1.342314815,1.303869493,1.271463012,1.269024695,1.165718072,1.229794407,1.219046769,1.236108181,1.221984086,1.146194299,1.032697668,1.01829144,0.993680031,1.003759626,0.972303473,0.83438742,0.832001432,0.785642823,0.780926259,
Finland,FIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,8.953419735,8.814897431,9.558443652,10.37720948,9.510200671,9.500492418,10.79219767,10.69374298,12.02002387,11.94008424,12.01321886,10.00199168,9.584367548,9.200815439,9.42709077,10.29246833,10.28052395,11.19663885,10.89004486,10.85505092,11.27489782,11.35018968,10.72794245,10.92769746,12.20254256,11.50184326,12.67118256,12.20673426,11.55314313,11.40156741,11.11338433,12.25354703,12.63731594,14.21254576,13.47495836,11.10176024,13.26362426,12.8697492,11.25902647,10.69055611,12.27637119,10.80441002,9.663904738,9.804646908,9.051962167,8.389586627,8.880947966,8.364417214,8.600232979,7.99415967,7.137099757,7.117177226,6.507021284,5.778906576,
Fiji,FJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,1.341709527,1.333527991,1.398912623,1.638884021,1.953518042,1.599740235,1.548159458,1.607213054,1.567413996,1.639116743,1.717200826,1.711558381,1.6270823,1.314662202,1.070585638,1.173039166,1.181378211,1.056439364,1.032955185,1.183446624,1.312529419,1.143324748,1.273960777,1.371005189,1.426071158,1.406830206,1.465558747,1.498142559,1.466936168,1.553927014,1.736929918,1.8621792,1.523922293,1.755886624,2.262896773,1.961062083,2.089367844,1.919735541,1.429268795,1.171576619,1.862768681,1.363433732,1.316402126,1.497786877,1.699025158,1.759676369,1.731787294,1.904525561,2.011709806,2.096515572,2.114621028,2.212365729,2.326026569,2.391940659,
France,FRA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,9.026474792,9.172544764,9.42375562,10.03419397,9.619359717,8.823522713,9.625217833,9.239597054,9.526915888,9.622090464,9.173360207,8.213742074,7.806652341,7.423744389,7.182425367,6.965542898,6.717483436,6.56186226,6.525273209,6.73695843,6.612861445,7.007794585,6.745149387,6.383472919,6.287485232,6.416617348,6.639531306,6.478012814,6.819515459,6.680180713,6.586014752,6.605518052,6.469774175,6.503510731,6.473179928,6.460273551,6.246640528,6.096412994,5.949567532,5.723942206,5.809346634,5.575593392,5.576482707,5.469753204,4.947634946,5.003509332,5.032181474,5.071067554,4.893363369,4.789884655,4.250289677,4.708307266,4.56119638,4.135860205,
Faroe Islands,FRO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.02351773,0.023254011,0.025528439,0.025229589,0.024933925,0.027114967,0.026816187,0.028937976,0.028593214,0.028221349,0.030182021,0.029798744,0.029431075,0.031340945,0.031013934,0.030629882,0.032516095,0.032119227,0.031675641,0.033362526,0.033514872,0.033722548,0.033836654,0.034428593,0.035798989,0.036688833,0.036714089,0.038521674,0.038053454,0.037655606,0.039340823,0.03859762,0.03802683,0.039556962,0.03926918,0.039289481,0.039308989,0.03927405,0.04119719,0.040991166,0.041104055,0.041200585,0.041415585,0.041454214,0.041298422,0.040898959,0.040433447,0.039856517,0.039218762,0.038615257,0.039949017,0.039395929,0.038941532,0.038575286,
"Micronesia, Fed. Sts.",FSM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,GAB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,1.013181258,1.835626977,1.93812806,6.081120514,6.110012336,7.697558279,8.726174243,8.421375709,9.133139776,8.773676093,8.220190302,8.426895371,8.182205183,7.313395109,8.230464031,9.151700777,6.390675652,5.300178138,5.327490279,6.538764525,6.273138877,4.8810963,4.788131513,4.766200459,4.609215142,5.048552679,5.496977036,5.119858071,5.713290684,5.301621218,5.17689319,5.14711104,4.811264297,5.311245343,4.660071792,4.367011845,3.78330572,3.325264725,3.43366466,3.279034832,3.463790185,3.265459586,3.188659416,3.176378773,3.16725797,3.155382023,3.094787141,2.608697668,2.376557077,2.398414962,2.286118769,2.161674777,2.219482324,1.982824296,
United Kingdom,GBR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,12.09811141,11.96272957,11.72692718,12.27932749,11.46435174,11.09201114,11.20422078,11.35918907,11.32591985,11.95911224,10.80234163,10.45590208,10.17694807,10.05213335,9.747254585,10.19522489,10.41847487,10.4782257,10.4146816,10.14927787,10.17246387,10.30008465,10.04130537,9.739175303,9.584677429,9.446595367,9.754064808,9.371065574,9.354263017,9.265435437,9.367569196,9.521509025,9.211748148,9.395637311,9.350849976,9.26021742,9.19944214,8.972710375,8.635719954,7.761566324,7.976063294,7.256181392,7.552698906,7.330513416,6.661965336,6.38913471,5.995456278,5.780029106,5.630202598,5.362858129,4.779676076,5.068304371,4.843806579,4.410782281,
Georgia,GEO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,5.80851477,5.681791977,5.975079067,6.279835003,6.52538848,6.943008907,7.008152174,7.030008463,7.170270823,7.363166448,7.498712984,7.526362526,7.373822312,7.183377337,7.06055558,6.904994746,6.783313848,6.81395594,6.645584153,6.381279537,7.182090796,5.502595174,4.292808044,3.409887805,2.257966996,1.82911303,1.535476887,1.390418613,1.292650333,1.175793661,1.278374426,0.96620319,0.9028997,1.000800661,1.09718028,1.275577077,1.463889699,1.708401573,1.475841306,1.696064329,1.661712919,2.018559589,2.218176318,2.460117471,2.644825233,2.857640615,2.957366925,2.99597318,2.987885038,3.204108639,3.101579599,3.275405071,3.403068874,3.462160909,
Ghana,GHA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.262676352,0.259833414,0.264478761,0.262563105,0.271845782,0.281135944,0.27936992,0.279988647,0.26414306,0.227208939,0.223013156,0.258465595,0.216184683,0.13252661,0.149649342,0.171368184,0.181787365,0.189493984,0.194205363,0.211337344,0.20338237,0.183873364,0.211753519,0.21313457,0.221476956,0.232438419,0.246426468,0.253133978,0.335498069,0.357313243,0.309918676,0.325937299,0.373937716,0.341794658,0.310979849,0.320172826,0.378521453,0.38961134,0.360677092,0.404107943,0.441534925,0.464903586,0.547619258,0.568282711,0.53483768,0.55019733,0.551610938,0.565312579,0.624474808,0.646259815,0.694591466,0.769081388,0.747792885,0.715161048,
Gibraltar,GIB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,2.609446572,2.572168764,2.183950165,2.178886589,2.161772654,2.253944403,2.221511339,2.098939929,1.975673205,2.757655293,3.278116827,3.048016701,3.393012341,3.069641179,2.964074992,3.198653199,4.133719288,4.577164009,5.169007507,4.99201278,5.286764706,7.547029519,8.966440955,9.017362394,10.58041778,10.29696461,10.48495652,10.78601987,11.32730561,11.76151957,12.31368869,12.65502404,12.79867773,12.82096626,13.71408671,13.93203717,14.36439819,14.0638539,14.18143557,15.30999578,15.20417307,14.51042325,14.63673546,15.42876539,16.37460763,17.69047691,18.19478282,18.97503285,19.7882596,20.21186679,17.67616731,17.54571599,17.94783164,17.8991968,
Guinea,GIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.107398303,0.106103049,0.104867835,0.106672312,0.112127252,0.113969517,0.116352325,0.1187221,0.119294263,0.133366053,0.128838125,0.119767744,0.111649509,0.120545228,0.114669524,0.104984107,0.128159024,0.181705766,0.166133527,0.14582168,0.146960683,0.137043042,0.118998618,0.118978527,0.11730258,0.116188411,0.1170265,0.11594466,0.117805145,0.11917548,0.174520028,0.183396644,0.194706842,0.201177326,0.201848759,0.189696041,0.198555878,0.200325368,0.209145084,0.216216557,0.242533584,0.25113519,0.232924153,0.205256082,0.207366492,0.241793412,0.265293799,0.259388701,0.255549607,0.264393779,0.26931798,0.267896613,0.270989888,0.257915952,
"Gambia, The",GMB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.151114758,0.147018473,0.142067451,0.142659587,0.149553969,0.150785817,0.151678129,0.152221379,0.149751987,0.167009529,0.158422665,0.146524607,0.131373955,0.138699223,0.1404986,0.13459483,0.121585783,0.199443449,0.175744207,0.155533605,0.115957584,0.138641531,0.113217561,0.114358804,0.127115951,0.117692375,0.118640551,0.115394181,0.121787642,0.121982315,0.184319256,0.198058743,0.200365829,0.198147706,0.201071725,0.198735841,0.21600035,0.218544389,0.215804147,0.232497,0.229779459,0.235761555,0.220401019,0.214752213,0.223974927,0.226699674,0.222614459,0.218727011,0.215491375,0.227690484,0.233450847,0.231947857,0.236718036,0.224549594,
Guinea-Bissau,GNB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.07563274,0.075398186,0.075005966,0.07675335,0.080053739,0.078191488,0.076059759,0.073605837,0.070102843,0.077939471,0.075726242,0.071459774,0.065428892,0.070377832,0.088622882,0.097471641,0.086062671,0.197224614,0.205400712,0.188976904,0.173262166,0.212539424,0.184799035,0.1922087,0.185709014,0.186079902,0.180318049,0.185492624,0.18560422,0.187488742,0.164163983,0.166577735,0.172185523,0.198892028,0.199768369,0.199481031,0.206245588,0.211373507,0.196834255,0.203095303,0.201296392,0.199803989,0.196619025,0.196819171,0.196539932,0.201180325,0.204760868,0.159983208,0.157166283,0.162728389,0.166645557,0.165772879,0.16931612,0.160680692,
Equatorial Guinea,GNQ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.129674598,0.13167057,0.154781754,0.095606406,0.119341048,0.132684499,0.136283898,0.13837755,0.265431362,0.251566933,0.222419312,0.274359279,0.198624525,0.122007682,0.123321796,0.109454878,0.119586488,0.121887144,0.131695367,0.168998792,0.149913341,0.150543358,0.145075083,0.145654057,2.202538272,2.253423986,2.372230797,3.138631821,3.669985066,3.856034196,3.90257636,4.801850005,4.025530198,4.234887281,6.978310222,6.751026793,6.448573878,6.888124443,6.091763252,4.823395467,4.806973429,4.79451779,4.325607681,4.251391677,4.084716122,3.718835179,3.573365619,3.127888192,2.896892024,2.727315728,2.603602281,2.477959229,2.307233809,2.044221831,
Greece,GRC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,3.282012591,3.386624174,4.132122528,4.401155953,4.297065997,4.478208854,4.948177816,5.122920726,5.334455855,5.573383124,5.530523448,5.448298191,5.531184238,5.852978893,5.965499913,6.285988947,6.224397934,6.722560008,7.147187556,7.573954621,7.639873403,7.551274345,7.698445081,7.608063351,7.724370066,7.976915313,7.94075673,7.990726048,8.268581277,8.260183477,8.88916405,9.032241553,8.995927544,9.318360882,9.271984724,9.431276834,9.289930766,9.59392307,9.192260477,8.662460857,8.010895449,7.756549609,7.383080017,6.736386559,6.518684152,6.417923565,6.324812864,6.358060524,6.203580734,5.747202232,4.895304516,5.127953308,5.263286487,4.965985584,
Grenada,GRD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.113804946,0.113534993,0.137683874,0.138791802,0.123875475,0.150826488,0.137250082,0.152550584,0.153678418,0.152895591,0.152319702,0.199889423,0.186474259,0.182204996,0.201051331,0.199769017,0.238661019,0.312737116,0.344834601,0.351086046,0.508218534,0.505987519,0.518690577,0.58018011,0.672884873,0.599793971,0.63585252,0.861405791,0.747106378,0.751449961,0.533266326,0.538953763,0.583926792,0.639212373,0.605545036,0.648841745,0.737276978,0.816127106,0.889121339,0.953673576,1.063753517,0.819957352,0.84238528,1.079418788,0.962920128,1.020265792,1.106575176,1.107954053,1.130597886,1.295039705,1.047781951,1.155217332,1.157270791,1.218814325,
Greenland,GRL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.017241379,0.016949153,0.016563147,0.016326531,0.018181818,0.018145161,0.018108652,0.018218623,0.018292683,0.018145161,0.017928287,0.019607843,0.019417476,0.019193858,0.018975332,0.018796992,0.020560748,0.020332717,0.020072993,0.019891501,0.019784173,0.021621622,0.021699819,0.02173913,0.021621622,0.021505376,0.023255814,0.023214286,0.023172906,0.023172906,0.023137848,0.024831941,0.024737168,0.024669169,10.77015009,10.87555985,11.18273888,11.05826187,11.44013634,9.921346519,11.50988786,12.16206715,9.609223728,9.686100243,8.688160583,9.375556902,9.356423308,9.150466425,9.269407208,9.316140507,9.358312488,9.679981643,10.16219269,10.23828365,
Guatemala,GTM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.463223226,0.451198957,0.482365046,0.499139949,0.50483206,0.54179242,0.525580911,0.589438594,0.635872648,0.691385308,0.676269077,0.569940732,0.509043829,0.421853238,0.460404457,0.470336865,0.397233589,0.43223124,0.412958171,0.427961975,0.433728361,0.44619709,0.509364053,0.550657629,0.579546339,0.658664078,0.630357028,0.64256383,0.781289767,0.758682181,0.827982374,0.850049401,0.873109677,0.849946854,0.847283469,0.899467734,0.891373596,0.930329826,0.830194155,0.85800744,0.81218683,0.82112605,0.833796841,0.879638887,0.926760289,1.062789453,1.108855254,1.035312995,1.113329615,1.150586218,1.016412379,1.150270049,1.119309596,1.177908459,
Guam,GUM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.00113167,0.002210775,0.002159384,0.002110128,0.002063153,0.00201904,0.001976949,0.001936146,0.001897101,0.001858114,0.001815854,0.001771448,0.001728444,0.00168765,0.001648777,0.001611383,0.001575237,0.001540144,0.001506035,0.001472765,0.001442897,0.001417706,0.001394768,0.001373117,0.001352558,0.001332854,0.001314328,0.001296891,0.00192016,0.001895268,0.001874239,0.001859554,0.001848258,0.001838945,0.00183139,0.001825206,0.001213305,0.001815244,0.001810577,0.001805347,0.001801564,0.001801337,0.001803633,0.001807599,0.001208561,0.00121282,0.001826673,0.001834975,0.001844122,0.002472066,0.00246673,0.002443046,0.002421601,0.002402316,
Guyana,GUY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,2.138166087,2.108292571,2.112755104,2.418857805,2.111083561,2.468898957,2.479883763,2.462914583,2.302684067,2.183200833,2.289741169,2.283203233,1.857316483,1.667888917,1.811884859,1.867456839,1.776466024,1.760718212,1.836867137,1.634729389,1.565154542,1.532236605,1.443504629,1.446016747,1.872001609,2.020601592,2.079876296,2.261739992,2.291032051,2.272908619,2.173156981,2.152582746,2.126230272,2.122523755,2.19499015,1.949497578,1.758445042,2.123243238,2.127600364,2.16595266,2.35059846,2.457136807,2.683414446,2.636459512,2.73802784,2.73412223,3.218134289,3.212579654,3.260413666,3.458612172,4.123688359,4.009653187,4.043391425,3.998533314,
High income,HIC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,11.89870608,11.6805865,12.13120378,12.704944,12.4088088,12.01297445,12.6148766,12.77575095,12.9419414,13.12814857,12.74900661,12.34261746,11.90399119,11.82593607,12.06602704,12.08574319,12.0639319,12.2667765,12.57238558,12.62662917,12.55119174,12.40537605,12.13751913,11.97526518,11.90852719,11.94756585,12.1520641,12.18473161,12.11998096,12.15580387,12.35228569,12.32561719,12.18950034,12.38204385,12.43268432,12.41828164,12.33277598,12.38283317,12.06225434,11.29268831,11.75873985,11.61944547,11.41596559,11.37427757,11.1685511,11.07774517,10.92823776,10.86005051,10.89718827,10.65771167,9.810945827,10.34238776,10.23416851,9.886979674,
"Hong Kong SAR, China",HKG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,2.406365244,2.364571231,2.389004753,2.343078084,2.601397962,2.52586516,2.895750332,3.309247987,3.464659882,3.067306327,3.072643242,3.229675503,3.61945104,4.220370059,4.617036255,4.754921007,5.392987728,5.342137801,5.92700263,6.027628293,6.143360505,6.692767733,7.498077752,7.53494323,6.319166915,6.274654408,5.608919276,5.302575008,6.505921726,6.893196095,6.286706677,6.233978226,6.072166783,6.613968622,6.007444535,6.312070686,6.188067842,6.424114049,6.19885596,6.474515259,6.01174511,6.389247129,6.244234346,6.433548315,6.577813127,6.068245717,6.144440204,5.969634259,5.911896519,5.794989278,4.699371742,4.73150234,4.44139067,4.600894362,
Honduras,HND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.44275761,0.4298995,0.43472696,0.464260015,0.442378242,0.4625718,0.471337158,0.496166866,0.485898724,0.498951447,0.500245092,0.462988752,0.441833842,0.493284494,0.490422277,0.429736995,0.425543488,0.458671899,0.477284232,0.515176262,0.472905466,0.463270172,0.506086488,0.515631866,0.572765978,0.657428336,0.677749183,0.676954812,0.764191632,0.754445421,0.759436362,0.870894658,0.89578128,0.966427047,1.072257355,0.948256669,1.063416306,1.105478405,1.080724615,0.997008632,0.953504223,1.110474543,1.138452493,1.090887246,1.095251725,1.139509846,1.101368623,0.973932684,0.92127051,1.021839804,0.870989482,0.96038077,0.987053358,1.028271791,
Heavily indebted poor countries (HIPC),HPC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,,,,,,,,,,,0.196426359,0.197893968,0.201864485,0.237605157,0.249597594,0.224531106,0.223464258,0.203536725,0.194310324,0.186084728,0.189228434,0.186323387,0.175335244,0.184793877,0.176633253,0.176477642,0.175860813,0.174321457,0.170214426,0.169016363,0.165742802,0.157649875,0.153612627,0.152016394,0.158997348,0.162053062,0.168622807,0.178260798,0.181345646,0.180587451,0.176678359,0.181082754,0.184324093,0.185978921,0.190586018,0.194873431,0.206351304,0.216019585,0.220549837,0.226918165,0.238261049,0.253000117,0.262600446,0.26652057,0.272008551,0.284170032,0.295077375,0.294585651,0.299291911,0.303005865,0.286052627,0.300745512,0.295871728,0.289207424,
